,sentence,table,location,month
433,there are 21 new confirmed cases in nigeria .,new confirmed,nigeria,march
434,there are 21 new cases in nigeria .,new confirmed,nigeria,march
435,there are 0 new confirmed cases in north macedonia in january.,new confirmed,north macedonia,january
436,there are 0 new cases in north macedonia in january.,new confirmed,north macedonia,january
437,there are 1 new confirmed cases in north macedonia in february.,new confirmed,north macedonia,february
438,there are 1 new cases in north macedonia in february.,new confirmed,north macedonia,february
439,there are 84 new confirmed cases in north macedonia in march.,new confirmed,north macedonia,march
440,there are 84 new cases in north macedonia in march.,new confirmed,north macedonia,march
441,there are 84 new confirmed cases in north macedonia .,new confirmed,north macedonia,march
442,there are 84 new cases in north macedonia .,new confirmed,north macedonia,march
443,there are 0 new confirmed cases in norway in january.,new confirmed,norway,january
444,there are 0 new cases in norway in january.,new confirmed,norway,january
445,there are 15 new confirmed cases in norway in february.,new confirmed,norway,february
446,there are 15 new cases in norway in february.,new confirmed,norway,february
447,there are 2103 new confirmed cases in norway in march.,new confirmed,norway,march
448,there are 2103 new cases in norway in march.,new confirmed,norway,march
449,there are 2103 new confirmed cases in norway .,new confirmed,norway,march
450,there are 2103 new cases in norway .,new confirmed,norway,march
451,there are 0 new confirmed cases in oman in january.,new confirmed,oman,january
452,there are 0 new cases in oman in january.,new confirmed,oman,january
453,there are 6 new confirmed cases in oman in february.,new confirmed,oman,february
454,there are 6 new cases in oman in february.,new confirmed,oman,february
455,there are 46 new confirmed cases in oman in march.,new confirmed,oman,march
456,there are 46 new cases in oman in march.,new confirmed,oman,march
457,there are 46 new confirmed cases in oman .,new confirmed,oman,march
458,there are 46 new cases in oman .,new confirmed,oman,march
459,there are 0 new confirmed cases in pakistan in january.,new confirmed,pakistan,january
460,there are 0 new cases in pakistan in january.,new confirmed,pakistan,january
461,there are 4 new confirmed cases in pakistan in february.,new confirmed,pakistan,february
462,there are 4 new cases in pakistan in february.,new confirmed,pakistan,february
463,there are 726 new confirmed cases in pakistan in march.,new confirmed,pakistan,march
464,there are 726 new cases in pakistan in march.,new confirmed,pakistan,march
465,there are 726 new confirmed cases in pakistan .,new confirmed,pakistan,march
466,there are 726 new cases in pakistan .,new confirmed,pakistan,march
467,there are 0 new confirmed cases in panama in january.,new confirmed,panama,january
468,there are 0 new cases in panama in january.,new confirmed,panama,january
469,there are 0 new confirmed cases in panama in february.,new confirmed,panama,february
470,there are 0 new cases in panama in february.,new confirmed,panama,february
471,there are 200 new confirmed cases in panama in march.,new confirmed,panama,march
472,there are 200 new cases in panama in march.,new confirmed,panama,march
473,there are 200 new confirmed cases in panama .,new confirmed,panama,march
474,there are 200 new cases in panama .,new confirmed,panama,march
475,there are 0 new confirmed cases in paraguay in january.,new confirmed,paraguay,january
476,there are 0 new cases in paraguay in january.,new confirmed,paraguay,january
477,there are 0 new confirmed cases in paraguay in february.,new confirmed,paraguay,february
478,there are 0 new cases in paraguay in february.,new confirmed,paraguay,february
479,there are 18 new confirmed cases in paraguay in march.,new confirmed,paraguay,march
480,there are 18 new cases in paraguay in march.,new confirmed,paraguay,march
481,there are 18 new confirmed cases in paraguay .,new confirmed,paraguay,march
482,there are 18 new cases in paraguay .,new confirmed,paraguay,march
483,there are 0 new confirmed cases in peru in january.,new confirmed,peru,january
484,there are 0 new cases in peru in january.,new confirmed,peru,january
485,there are 0 new confirmed cases in peru in february.,new confirmed,peru,february
486,there are 0 new cases in peru in february.,new confirmed,peru,february
487,there are 318 new confirmed cases in peru in march.,new confirmed,peru,march
488,there are 318 new cases in peru in march.,new confirmed,peru,march
489,there are 318 new confirmed cases in peru .,new confirmed,peru,march
490,there are 318 new cases in peru .,new confirmed,peru,march
491,there are 1 new confirmed cases in philippines in january.,new confirmed,philippines,january
492,there are 1 new cases in philippines in january.,new confirmed,philippines,january
493,there are 2 new confirmed cases in philippines in february.,new confirmed,philippines,february
494,there are 2 new cases in philippines in february.,new confirmed,philippines,february
495,there are 304 new confirmed cases in philippines in march.,new confirmed,philippines,march
496,there are 304 new cases in philippines in march.,new confirmed,philippines,march
497,there are 304 new confirmed cases in philippines .,new confirmed,philippines,march
498,there are 304 new cases in philippines .,new confirmed,philippines,march
499,there are 0 new confirmed cases in poland in january.,new confirmed,poland,january
500,there are 0 new cases in poland in january.,new confirmed,poland,january
501,there are 0 new confirmed cases in poland in february.,new confirmed,poland,february
502,there are 0 new cases in poland in february.,new confirmed,poland,february
503,there are 536 new confirmed cases in poland in march.,new confirmed,poland,march
504,there are 536 new cases in poland in march.,new confirmed,poland,march
505,there are 536 new confirmed cases in poland .,new confirmed,poland,march
506,there are 536 new cases in poland .,new confirmed,poland,march
507,there are 0 new confirmed cases in portugal in january.,new confirmed,portugal,january
508,there are 0 new cases in portugal in january.,new confirmed,portugal,january
509,there are 0 new confirmed cases in portugal in february.,new confirmed,portugal,february
510,there are 0 new cases in portugal in february.,new confirmed,portugal,february
511,there are 1280 new confirmed cases in portugal in march.,new confirmed,portugal,march
512,there are 1280 new cases in portugal in march.,new confirmed,portugal,march
513,there are 1280 new confirmed cases in portugal .,new confirmed,portugal,march
514,there are 1280 new cases in portugal .,new confirmed,portugal,march
515,there are 0 new confirmed cases in qatar in january.,new confirmed,qatar,january
516,there are 0 new cases in qatar in january.,new confirmed,qatar,january
517,there are 1 new confirmed cases in qatar in february.,new confirmed,qatar,february
518,there are 1 new cases in qatar in february.,new confirmed,qatar,february
519,there are 480 new confirmed cases in qatar in march.,new confirmed,qatar,march
520,there are 480 new cases in qatar in march.,new confirmed,qatar,march
521,there are 480 new confirmed cases in qatar .,new confirmed,qatar,march
522,there are 480 new cases in qatar .,new confirmed,qatar,march
523,there are 0 new confirmed cases in romania in january.,new confirmed,romania,january
524,there are 0 new cases in romania in january.,new confirmed,romania,january
525,there are 3 new confirmed cases in romania in february.,new confirmed,romania,february
526,there are 3 new cases in romania in february.,new confirmed,romania,february
527,there are 364 new confirmed cases in romania in march.,new confirmed,romania,march
528,there are 364 new cases in romania in march.,new confirmed,romania,march
529,there are 364 new confirmed cases in romania .,new confirmed,romania,march
530,there are 364 new cases in romania .,new confirmed,romania,march
531,there are 2 new confirmed cases in russia in january.,new confirmed,russia,january
532,there are 2 new cases in russia in january.,new confirmed,russia,january
533,there are 0 new confirmed cases in russia in february.,new confirmed,russia,february
534,there are 0 new cases in russia in february.,new confirmed,russia,february
535,there are 304 new confirmed cases in russia in march.,new confirmed,russia,march
536,there are 304 new cases in russia in march.,new confirmed,russia,march
537,there are 304 new confirmed cases in russia .,new confirmed,russia,march
538,there are 304 new cases in russia .,new confirmed,russia,march
539,there are 0 new confirmed cases in rwanda in january.,new confirmed,rwanda,january
540,there are 0 new cases in rwanda in january.,new confirmed,rwanda,january
541,there are 0 new confirmed cases in rwanda in february.,new confirmed,rwanda,february
542,there are 0 new cases in rwanda in february.,new confirmed,rwanda,february
543,there are 17 new confirmed cases in rwanda in march.,new confirmed,rwanda,march
544,there are 17 new cases in rwanda in march.,new confirmed,rwanda,march
545,there are 17 new confirmed cases in rwanda .,new confirmed,rwanda,march
546,there are 17 new cases in rwanda .,new confirmed,rwanda,march
547,there are 0 new confirmed cases in saint lucia in january.,new confirmed,saint lucia,january
548,there are 0 new cases in saint lucia in january.,new confirmed,saint lucia,january
549,there are 0 new confirmed cases in saint lucia in february.,new confirmed,saint lucia,february
